Weight,Word_1,Part_1,Word_2,Part_2
559,verschiedenen,Adjektiv,Другой,прилагательное
558,einziger,Adjektiv,Только один,прилагательное
558,Mittag,Substantiv,Полдень,существительное
558,Krankenwagen,Substantiv,Скорая помощь,существительное
557,altes,Adjektiv,Старый,прилагательное
557,Sturm,Substantiv,Шторм,существительное
557,Motor,Substantiv,Мотор,существительное
557,Fische,Substantiv,Рыба,существительное
557,Drama,Substantiv,Драма,существительное
557,beten,Verb,Молиться,глагол
557,besseren,Adjektiv,Лучше,прилагательное
556,begonnen,Verb,Началось,глагол
556,West,Eigenname,Запад,имя собственное
555,trug,Verb,Носил,глагол
555,Titel,Substantiv,Заголовок,существительное
555,Teile,Substantiv,Части,существительное
555,rechten,Verb,Верно,глагол
555,meins,Possessivpronomen,Мой,притяжательное местоимение
555,Erzählen,Verb,Рассказывать,глагол
554,Cops,Substantiv,Копы,существительное
553,treibt,Verb,Диски,глагол
553,Zeigen,Verb,Показывать,глагол
553,vieles,Pronomen,Много,местоимение
553,unterstützen,Verb,Поддерживать,глагол
553,sieht's,Verb,Посмотри это,глагол
553,loswerden,Verb,Избавляться от,глагол
553,geträumt,Verb,Мечтал,глагол
553,Decke,Substantiv,Потолок,существительное
552,besucht,Verb,Посетил,глагол
552,Grunde,Substantiv,Причины,существительное
551,daher,Adverb,Поэтому,наречие
551,weiße,Adjektiv,Белый,прилагательное
551,gefühlt,Verb,Чувствовал себя,глагол
551,dritten,Adjektiv,Третий,прилагательное
550,Arbeiten,Substantiv,Работа,существительное
550,Tolle,Adjektiv,Большой,прилагательное
550,Stücke,Substantiv,Куски,существительное
550,Schild,Substantiv,Знак,существительное
550,empfangen,Verb,Полученный,глагол
549,Chancen,Substantiv,Возможности,существительное
549,Zylonen,Substantiv,Сайлоны,существительное
549,wiedersehen,Verb,Увидимся снова,глагол
548,fange,Verb,Ловить,глагол
548,vernünftig,Adjektiv,Разумный,прилагательное
548,reisen,Verb,Путешествовать,глагол
548,packen,Verb,Пакет,глагол
548,Keinen,Pronomen,Никто,местоимение
548,Holz,Substantiv,Древесина,существительное
548,erfreut,Adjektiv,Довольный,прилагательное
548,Emma,Eigenname,Эмма,имя собственное
548,Buchanan,Eigenname,Бьюкенен,имя собственное
548,bestätigt,Verb,Подтвержденный,глагол
548,Aussage,Substantiv,Заявление,существительное
547,anfassen,Verb,Трогать,глагол
547,Studio,Substantiv,Студия,существительное
547,Leck,Substantiv,Утечка,существительное
547,greifen,Verb,Схватить,глагол
546,armen,Adjektiv,Бедный,прилагательное
546,Zweck,Substantiv,Цель,существительное
546,Stimmung,Substantiv,Настроение,существительное
546,Scheck,Substantiv,Проверять,существительное
546,richten,Verb,Прямой,глагол
546,Michelle,Eigenname,Мишель,имя собственное
546,Lewis,Eigenname,Льюис,имя собственное
546,Helft,Verb,Помощь,глагол
546,Gibt's,Verb,Есть,глагол
545,Angelegenheit,Substantiv,Иметь значение,существительное
544,erschreckt,Verb,Испуганный,глагол
544,Zuschauer,Substantiv,Зрители,существительное
544,Zucker,Substantiv,Сахар,существительное
544,Vertrau,Verb,Доверять,глагол
544,verteidigen,Verb,Защищать,глагол
544,probieren,Verb,Проверять,глагол
544,Neue,Adjektiv,Новый,прилагательное
544,führte,Verb,Вел,глагол
543,angezogen,Verb,Одет,глагол
543,Sender,Substantiv,Передатчик,существительное
543,Patrick,Eigenname,Патрик,имя собственное
543,offenbar,Adverb,Видимо,наречие
543,hiermit,Adverb,Настоящим,наречие
542,gelandet,Verb,Приземлился,глагол
542,spüre,Verb,Чувствовать,глагол
541,Besitz,Substantiv,Владение,существительное
541,Wut,Substantiv,Ярость,существительное
541,verarschen,Verb,Шутя,глагол
541,Leo,Eigenname,Лео,имя собственное
540,Denkt,Verb,Думает,глагол
540,rot,Adjektiv,Красный,прилагательное
540,Kaiser,Substantiv,Император,существительное
540,Jesse,Eigenname,Джесси,имя собственное
540,Group,Substantiv,Группа,существительное
539,geheim,Adjektiv,Секрет,прилагательное
539,normale,Adjektiv,Нормальный,прилагательное
539,Gehst,Verb,Идти,глагол
539,fühl,Verb,Чувствовать,глагол
539,Celia,Eigenname,Селия,имя собственное
539,Bürger,Substantiv,Граждане,существительное
538,anbieten,Verb,Предложение,глагол
538,verdammtes,Adjektiv,Проклятие,прилагательное
538,praktisch,Adjektiv,Практичный,прилагательное
538,Fangen,Verb,Ловить,глагол
538,Einheiten,Substantiv,Единицы,существительное
537,Arima,Substantiv,Арима,существительное
537,wiederhole,Verb,Повторить,глагол
537,Spieler,Substantiv,Игрок,существительное
537,Sequenz,Substantiv,Последовательность,существительное
537,prima,Adverb,Большой,наречие
537,Mantel,Substantiv,Пальто,существительное
537,Kindheit,Substantiv,Детство,существительное
537,geküsst,Verb,Поцеловал,глагол
536,beigebracht,Verb,Учил,глагол
536,Verabredung,Substantiv,Встреча,существительное
536,Sieben,Numeral,Семь,числительное
536,Scheißkerl,Substantiv,Ублюдок,существительное
536,Käse,Substantiv,Сыр,существительное
536,J,Eigenname,Дж,имя собственное
535,Fälle,Substantiv,Случаи,существительное
535,Spike,Eigenname,Шип,имя собственное
535,schneiden,Verb,Резать,глагол
535,Passen,Verb,Соответствовать,глагол
535,Jackie,Eigenname,Джеки,имя собственное
534,Gedächtnis,Substantiv,Память,существительное
534,Weißen,Adjektiv,Белые,прилагательное
534,stimmen,Verb,Голоса,глагол
534,lügt,Verb,Ложь,глагол
534,herkommen,Verb,Идите сюда,глагол
534,Freundinnen,Substantiv,Подруги,существительное
533,Ei,Substantiv,Яйцо,существительное
533,worum,Adverb,Как насчет,подчинительный союз
533,real,Adjektiv,Настоящий,прилагательное
533,informiert,Verb,Информированный,глагол
533,gemeldet,Verb,Сообщил,глагол
533,Dämonen,Substantiv,Демоны,существительное
533,beantworten,Verb,Отвечать,глагол
533,Barry,Eigenname,Барри,имя собственное
532,amerikanische,Adjektiv,Американский,прилагательное
532,Zigarette,Substantiv,Сигарета,существительное
532,Suppe,Substantiv,Суп,существительное
532,Stern,Substantiv,Звезда,существительное
532,hoffentlich,Adverb,С надеждой,наречие
532,hauen,Verb,Ударять,глагол
532,gesteckt,Verb,Подключен,глагол
531,erschaffen,Verb,Создавать,глагол
531,UND,Konjunktion,И,союз
531,Scofield,Eigenname,Скофилд,имя собственное
531,schlechtes,Adjektiv,Плохой,прилагательное
531,Happy,Adjektiv,Счастливый,прилагательное
530,bewahren,Verb,Сохранять,глагол
530,Magie,Substantiv,Магия,существительное
530,Hass,Substantiv,Ненавидеть,глагол
530,Einverstanden,Adverb,Согласованный,наречие
529,anziehen,Verb,Надевать,глагол
529,wenn's,Konjunktion,Если так,подчинительный союз
529,Hinweis,Substantiv,Уведомление,существительное
529,Fabrik,Substantiv,Фабрика,существительное
528,charlie,Eigenname,Чарли,имя собственное
528,unheimlich,Adjektiv,Страшный,прилагательное
528,Todd,Eigenname,Тодд,имя собственное
528,Stanley,Eigenname,Стэнли,имя собственное
527,hinterher,Adverb,После,наречие
527,Ziehen,Verb,Тянуть,глагол
527,schuldest,Verb,Ты должен,глагол
527,Schreibtisch,Substantiv,Рабочий стол,существительное
527,Krieger,Substantiv,Воин,существительное
527,Kameras,Substantiv,Камеры,существительное
527,Ihres,Possessivpronomen,Ваш,притяжательное местоимение
527,Höhle,Substantiv,Пещера,существительное
526,ernsthaft,Adverb,Серьезно,наречие
526,wiederholen,Verb,Повторить,глагол
526,Verlust,Substantiv,Потеря,существительное
526,on,Präposition,На,предлог
526,Kalifornien,Eigenname,Калифорния,имя собственное
526,geschenkt,Verb,Одаренный,глагол
526,entfernen,Verb,Удалять,глагол
525,definitiv,Adverb,Определенно,наречие
525,steckst,Verb,Застрявший,глагол
525,sprachen,Verb,Языки,глагол
525,Sand,Substantiv,Песок,существительное
524,daneben,Adverb,Рядом с этим,наречие
524,zurecht,Adverb,Верно,наречие
524,Uniform,Substantiv,Униформа,существительное
524,Künstler,Substantiv,Художник,существительное
524,gekämpft,Verb,Дрался,глагол
523,Daher,Adverb,Поэтому,наречие
523,wozu,Adverb,По какой причине,подчинительный союз
523,überlassen,Verb,Левый,глагол
523,Spitze,Substantiv,Большой,существительное
523,Simpsons,Eigenname,Симпсоны,имя собственное
523,Schritte,Substantiv,Шаги,существительное
523,Lange,Adjektiv,Длинный,прилагательное
523,Drachen,Substantiv,Драконы,существительное
522,besitzt,Verb,Владеет,глагол
522,würd,Verb,Будет,глагол
522,schwere,Adjektiv,Тяжелый,прилагательное
522,schulde,Verb,Долг,глагол
522,Fluch,Substantiv,Проклинать,глагол
521,Anrufe,Substantiv,Звонки,существительное
521,trinkt,Verb,Напитки,глагол
521,solch,Artikel,Такой,артикль
520,erfüllen,Verb,Выполнить,глагол
520,Versprochen,Verb,Обещано,глагол
520,Stimmt's,Interjektion,Это верно,междометие
520,lügst,Verb,Ложь,глагол
520,Kenny,Eigenname,Кенни,имя собственное
520,Hattest,Verb,Имел,глагол
519,Bedrohung,Substantiv,Угроза,существительное
519,Yo,Interjektion,Йо,междометие
519,worauf,Adverb,Что,подчинительный союз
519,schlafe,Verb,Спать,глагол
519,durchgemacht,Verb,Прошел,глагол
518,Alice,Eigenname,Алиса,имя собственное
518,Worum,Adverb,О чем,подчинительный союз
518,Unrecht,Substantiv,Несправедливость,существительное
518,sollt,Verb,Должен,глагол
518,lernt,Verb,Учится,глагол
517,habs,Verb,Понятно,глагол
517,wild,Adjektiv,Дикий,прилагательное
517,wachsen,Verb,Расти,глагол
517,my,Possessivpronomen,Мой,притяжательное местоимение
517,Komisch,Adjektiv,Забавный,прилагательное
517,Feigling,Substantiv,Трус,существительное
516,Aaron,Eigenname,Аарон,имя собственное
516,Winter,Substantiv,Зима,существительное
516,verzeihen,Verb,Прощать,глагол
516,Mittel,Substantiv,Середина,существительное
516,Kreis,Substantiv,Круг,существительное
516,anstatt,Präposition,Вместо,предлог
515,Alan,Eigenname,Алан,имя собственное
515,zahlt,Verb,Платит,глагол
515,Ursache,Substantiv,Причина,существительное
514,Stress,Substantiv,Стресс,существительное
514,versagt,Verb,Неуспешный,глагол
514,reingelegt,Verb,Обманули,глагол
513,Amsterdam,Eigenname,Амстердам,имя собственное
513,gewöhnt,Verb,Использовал,глагол
512,Akten,Substantiv,Файлы,существительное
512,starke,Adjektiv,Сила,прилагательное
512,spazieren,Verb,Прогулка,глагол
512,Hauptmann,Eigenname,Капитан,имя собственное
512,Champagner,Substantiv,Шампанское,существительное
511,bestraft,Verb,Наказан,глагол
511,wenige,Pronomen,Немного,местоимение
511,tolles,Adjektiv,Большой,прилагательное
511,Mitternacht,Substantiv,Полночь,существительное
510,Geruch,Substantiv,Запах,существительное
510,Suchen,Verb,Искать,глагол
510,Paradies,Substantiv,Рай,существительное
509,hübsche,Adjektiv,Симпатичный,прилагательное
509,Umgebung,Substantiv,Окрестности,существительное
509,schießt,Verb,Стреляет,глагол
509,ausruhen,Verb,Расслабляться,глагол
508,Abenteuer,Substantiv,Приключение,существительное
508,scheiß,Substantiv,Дерьмо,существительное
508,Rita,Eigenname,Рита,имя собственное
508,Papiere,Substantiv,Документы,существительное
508,behaupten,Verb,Требовать,глагол
507,begeistert,Adjektiv,Восторженный,прилагательное
507,Schokolade,Substantiv,Шоколад,существительное
506,Reich,Substantiv,Богатый,прилагательное
506,zwingen,Verb,Сила,глагол
506,T,Abkürzung,Т,аббревиатура
505,eingesperrt,Verb,Запертый,глагол
505,Terry,Eigenname,Терри,имя собственное
505,Perfekt,Adjektiv,Идеальный,прилагательное
505,musstest,Verb,Пришлось,глагол
505,melde,Verb,Отчет,глагол
505,Jordan,Eigenname,Иордания,имя собственное
504,Abmachung,Substantiv,Соглашение,существительное
503,Weiße,Adjektiv,Белый,прилагательное
503,Laura,Eigenname,Лора,имя собственное
503,Genauso,Adverb,"Так же, как",наречие
502,Anteil,Substantiv,Часть,существительное
502,Wissenschaft,Substantiv,Наука,существительное
502,verliere,Verb,Терять,глагол
502,Tot,Adjektiv,Мертвый,прилагательное
502,Spass,Substantiv,Веселье,существительное
502,Media,Substantiv,СМИ,существительное
501,Hättest,Verb,У тебя было бы,глагол
501,zahle,Verb,Платить,глагол
500,Amy,Eigenname,Эми,имя собственное
500,Welch,Interrogativpronomen,Который,вопросительное местоимение
500,treiben,Verb,Водить,глагол
500,stinkt,Verb,Воняет,глагол
500,regeln,Verb,Регулировать,глагол
499,brauchten,Verb,Нужный,глагол
499,Sag's,Verb,Скажи это,глагол
499,Rechte,Substantiv,Верно,существительное
499,läßt,Verb,Позволяет,глагол
499,Flügel,Substantiv,Крыло,существительное
498,angelogen,Verb,Солгал,глагол
498,verrückte,Adjektiv,Сумасшедшие,прилагательное
498,täglich,Adverb,Ежедневно,наречие
498,Störung,Substantiv,Беспокойство,существительное
498,Stark,Adjektiv,Сильный,прилагательное
498,Rein,Adjektiv,Чистый,прилагательное
498,klären,Verb,Прояснить,глагол
498,Große,Adjektiv,Размер,прилагательное
498,gewohnt,Verb,Использовал,глагол
498,geflogen,Verb,Летал,глагол
497,Dschungel,Substantiv,Джунгли,существительное
497,schickte,Verb,Отправил,глагол
497,Material,Substantiv,Материал,существительное
497,Herrgott,Substantiv,Боже мой,существительное
496,Grenzen,Substantiv,Границы,существительное
496,Womit,Präposition,С чем,предлог
496,Unterricht,Substantiv,Инструкция,существительное
496,Sicht,Substantiv,Вид,существительное
496,besessen,Verb,Одержимый,глагол
495,beschissen,Adjektiv,Дрянной,прилагательное
495,Training,Substantiv,Обучение,существительное
495,Posten,Substantiv,Почта,существительное
495,Laßt,Verb,Позволять,глагол
495,Ladies,Substantiv,Дамы,существительное
495,Gnade,Substantiv,Милость,существительное
495,Gesichter,Substantiv,Лица,существительное
495,beschützt,Verb,Защищенный,глагол
495,berührt,Verb,Коснулся,глагол
494,Auftritt,Substantiv,Появление,существительное
494,US,Eigenname,США,имя собственное
494,scheiße,Substantiv,Дерьмо,существительное
494,Rauch,Substantiv,Курить,существительное
494,neugierig,Adjektiv,Любопытный,прилагательное
493,Huh,Interjektion,Хм,междометие
493,zuletzt,Adverb,Последний,наречие
493,Xander,Eigenname,Ксандер,имя собственное
493,verwandelt,Verb,Преобразованный,глагол
493,Regie,Substantiv,Направление,существительное
493,nehmst,Verb,Брать,глагол
493,Kurz,Adjektiv,Короткий,прилагательное
493,gehörte,Verb,Принадлежал,глагол
492,durchs,Präposition,Через,предлог
491,Lana,Eigenname,Лана,имя собственное
491,Wissenschaftler,Substantiv,Ученый,существительное
491,verschwenden,Verb,Напрасно тратить,глагол
491,Öffne,Verb,Открыть,глагол
491,Kopfschmerzen,Substantiv,Головная боль,существительное
491,eilig,Adverb,Торопиться,наречие
491,bösen,Adjektiv,Зло,прилагательное
490,Amanda,Eigenname,Аманда,имя собственное
490,streng,Adjektiv,Строго,прилагательное
490,Kilo,Substantiv,Килограмм,существительное
489,Data,Substantiv,Данные,существительное
489,Vermutlich,Adverb,Якобы,наречие
489,Überall,Adverb,Повсюду,наречие
489,Truck,Substantiv,Грузовик,существительное
489,riechen,Verb,Запах,глагол
489,reagiert,Verb,Реагирует,глагол
489,Nigger,Substantiv,Негр,существительное
489,Munition,Substantiv,Боеприпасы,существительное
489,La,Eigenname,Ла,имя собственное
489,Karl,Eigenname,Чарльз,имя собственное
489,irgendein,Artikel,Любой,артикль
489,Gordon,Eigenname,Гордон,имя собственное
489,Fliegen,Verb,Летать,глагол
489,Donnerstag,Substantiv,Четверг,существительное
489,bekämpfen,Verb,Драться,глагол
488,äußerst,Adverb,Очень сильно,наречие
488,übernehme,Verb,Перенимать,глагол
488,kaufe,Verb,Купить,глагол
488,Hirn,Substantiv,Мозг,существительное
487,hilfst,Verb,Помощь,глагол
487,waschen,Verb,Стирать,глагол
487,Vorsichtig,Adverb,Осторожный,наречие
487,Kreuz,Substantiv,Крест,существительное
487,geil,Adjektiv,Прохладный,прилагательное
487,Bud,Eigenname,Бутон,имя собственное
487,blöden,Verb,Глупый,глагол
486,Antrag,Substantiv,Приложение,существительное
485,übersetzt,Verb,Переведено,глагол
485,stirbst,Verb,Умереть,глагол
485,nennst,Verb,Вызов,глагол
485,gekostet,Verb,Расходы,глагол
485,Fieber,Substantiv,Высокая температура,существительное
484,Burns,Eigenname,Бернс,имя собственное
484,vergisst,Verb,Забывает,глагол
484,schwerer,Adjektiv,Тяжелее,прилагательное
484,rausholen,Verb,Убирайся,глагол
484,Knarre,Substantiv,Трещотка,существительное
484,Heißt,Verb,Называется,глагол
484,gesamten,Artikel,Весь,артикль
483,deutsche,Adjektiv,Немецкий,прилагательное
483,Legende,Substantiv,Легенда,существительное
483,ha,Interjektion,Ха,междометие
483,Giles,Eigenname,Джайлз,имя собственное
483,fett,Adjektiv,Толстый,прилагательное
482,Beziehungen,Substantiv,Отношения,существительное
482,Nenn,Verb,Номинальный,глагол
482,Morris,Eigenname,Моррис,имя собственное
481,Berge,Substantiv,Горы,существительное
481,mitmachen,Verb,Присоединиться,глагол
480,Fred,Eigenname,Фред,имя собственное
480,Wette,Substantiv,Ставка,существительное
480,Offensichtlich,Adverb,Видимо,наречие
480,Miststück,Substantiv,Сука,существительное
480,merkt,Verb,Уведомления,глагол
480,Gefangenen,Substantiv,Заключенные,существительное
479,Edward,Eigenname,Эдвард,имя собственное
479,verwenden,Verb,Использовать,глагол
479,Sklaven,Substantiv,Рабы,существительное
479,haltet,Verb,Держать,глагол
479,erscheint,Verb,Появляется,глагол
479,Bäume,Substantiv,Деревья,существительное
478,Badezimmer,Substantiv,Ванная комната,существительное
478,Schock,Substantiv,Шок,существительное
478,heutzutage,Adverb,Настоящее время,наречие
477,angestellt,Verb,Трудоустроенный,глагол
477,Such,Substantiv,Поиск,существительное
477,rächen,Verb,Месть,глагол
477,Maske,Substantiv,Маска,существительное
477,Gewinner,Substantiv,Победитель,существительное
477,geschaffen,Verb,Созданный,глагол
477,erscheinen,Verb,Появляться,глагол
476,Amen,Interjektion,Аминь,междометие
476,Technik,Substantiv,Технология,существительное
475,gehöre,Verb,Принадлежать,глагол
475,Zentrale,Substantiv,Штаб-квартира,существительное
475,übers,Präposition,Транс,предлог
475,subbed,Verb,Подложить,глагол
475,Schreiben,Verb,Писать,глагол
475,Penner,Substantiv,Бездельничать,существительное
475,heutigen,Adjektiv,Сегодня,прилагательное
475,El,Eigenname,Эль,имя собственное
474,beruhigt,Verb,Успокоился,глагол
474,Nina,Eigenname,Нина,имя собственное
473,kauft,Verb,Покупает,глагол
473,zugeben,Verb,Признавать,глагол
473,Steine,Substantiv,Камни,существительное
473,Spinner,Substantiv,Прядильщик,существительное
473,Otaru,Eigenname,Отару,имя собственное
473,IN,Präposition,В,предлог
473,Hof,Substantiv,Площадка,существительное
473,erkläre,Verb,Объяснять,глагол
472,Benzin,Substantiv,Бензин,существительное
472,kurze,Adjektiv,Короткий,прилагательное
472,Könnt,Verb,Может,глагол
472,it,Pronomen,Это,местоимение
471,bestellen,Verb,Заказ,глагол
471,lege,Verb,Класть,глагол
471,gehörst,Verb,Принадлежать,глагол
470,Europa,Eigenname,Европа,имя собственное
470,zuhause,Adverb,Дома,наречие
470,würdet,Verb,Будете,глагол
470,Sandy,Eigenname,Сэнди,имя собственное
470,Rodney,Eigenname,Родни,имя собственное
470,Ken,Eigenname,Кен,имя собственное
469,Entspann,Verb,Расслабляться,глагол
469,ziehst,Verb,Ты тянешь,глагол
469,trotz,Präposition,Несмотря на,предлог
469,mußte,Verb,Пришлось,глагол
468,Basis,Substantiv,База,существительное
468,Unglück,Substantiv,Несчастный случай,существительное
468,menschlichen,Adjektiv,Человек,прилагательное
468,Medikamente,Substantiv,Медикамент,существительное
468,Linda,Eigenname,Линда,имя собственное
468,Ihm,Pronomen,Ему,местоимение
468,höher,Adverb,Выше,наречие
467,erstaunlich,Adjektiv,Удивительный,прилагательное
467,Verteidigung,Substantiv,Защита,существительное
467,Öffentlichkeit,Substantiv,Общественный,существительное
467,lese,Verb,Читать,глагол
467,Erinnern,Verb,Помнить,глагол
467,Einfluss,Substantiv,Влияние,существительное
467,berühmt,Adjektiv,Известный,прилагательное
466,Berlin,Eigenname,Берлин,имя собственное
466,Stellung,Substantiv,Позиция,существительное
466,Schicken,Verb,Отправлять,глагол
466,Rot,Adjektiv,Красный,прилагательное
466,Leon,Eigenname,Леон,имя собственное
466,Kühlschrank,Substantiv,Холодильник,существительное
466,Kette,Substantiv,Цепь,существительное
466,DAS,Artikel,ТО,артикль
465,amerikanischen,Adjektiv,Американский,прилагательное
465,verwickelt,Verb,Вовлеченный,глагол
465,möglicherweise,Adverb,Возможно,наречие
465,Koch,Substantiv,Готовить,существительное
465,erwischen,Verb,Ловить,глагол
465,eng,Adverb,Внимательно,наречие
464,aufzuhalten,Verb,Остановить,глагол
464,woran,Präposition,Что,подчинительный союз
464,Tasse,Substantiv,Чашка,существительное
464,reingehen,Verb,Входить,глагол
464,Besitzer,Substantiv,Владелец,существительное
463,Belohnung,Substantiv,Награда,существительное
463,Warnung,Substantiv,Предупреждение,существительное
463,voran,Adverb,Предстоящий,наречие
463,verflucht,Verb,Проклятый,глагол
463,üben,Verb,Упражняться,глагол
463,Solche,Artikel,Такой,артикль
463,Probe,Substantiv,Образец,существительное
463,geschnappt,Verb,Пойманный,глагол
463,Füßen,Substantiv,Ноги,существительное
463,erfährt,Verb,Учится,глагол
463,Dusche,Substantiv,Душ,существительное
463,besiegt,Verb,Побежденный,глагол
462,Anderen,Pronomen,Другие,местоимение
462,Puppe,Substantiv,Кукла,существительное
462,Maya,Eigenname,Майя,имя собственное
462,Mac,Eigenname,Мак,имя собственное
462,Hätten,Verb,Имел,глагол
462,Empfang,Substantiv,Прием,существительное
462,Briefe,Substantiv,Буквы,существительное
462,berühren,Verb,Трогать,глагол
462,ausziehen,Verb,Раздеться,глагол
461,Allein,Adverb,Один,наречие
461,wenigen,Artikel,Немного,артикль
461,Vorteil,Substantiv,Преимущество,существительное
461,Schwarzen,Adjektiv,Черный,прилагательное
461,Organisation,Substantiv,Организация,существительное
461,läuft's,Verb,Это работает,глагол
461,gefiel,Verb,Понравилось,глагол
461,Einladung,Substantiv,Приглашение,существительное
460,Cäsar,Eigenname,Цезарь,имя собственное
460,versprechen,Verb,Обещать,глагол
460,Umständen,Substantiv,Обстоятельства,существительное
460,Miller,Eigenname,Миллер,имя собственное
460,inzwischen,Adverb,В это время,наречие
460,Heim,Substantiv,Дом,существительное
460,Geschenke,Substantiv,Подарки,существительное
460,Farm,Substantiv,Ферма,существительное
459,abgehauen,Verb,Убежал,глагол
459,weiB,Adjektiv,Женщина,прилагательное
459,tritt,Verb,Происходит,глагол
459,Selbstverständlich,Adverb,Конечно,наречие
459,Oliver,Eigenname,Оливер,имя собственное
459,Köpfe,Substantiv,Головы,существительное
459,Kelly,Eigenname,Келли,имя собственное
459,find,Verb,Находить,глагол
459,Derek,Eigenname,Дерек,имя собственное
459,clever,Adjektiv,Умный,прилагательное
459,Burt,Eigenname,Берт,имя собственное
458,Bond,Substantiv,Связь,существительное
458,Piloten,Substantiv,Пилоты,существительное
458,Kilometer,Substantiv,Километры,существительное
458,Euren,Possessivpronomen,Ваш,притяжательное местоимение
457,April,Substantiv,Апрель,существительное
457,zwölf,Numeral,Двенадцать,числительное
457,Schüsse,Substantiv,Выстрелы,существительное
457,Links,Adjektiv,Левый,прилагательное
457,freiwillig,Adverb,Добровольно,наречие
457,erwähnen,Verb,Упомянуть,глагол
456,dank,Präposition,Благодаря,предлог
456,Zack,Eigenname,Зак,имя собственное
456,Schönes,Adjektiv,Красивый,прилагательное
456,Sammy,Eigenname,Сэмми,имя собственное
456,Riley,Eigenname,Райли,имя собственное
456,Pillen,Substantiv,Таблетки,существительное
456,liebsten,Adverb,Любимый,наречие
456,Lauft,Verb,Бег,глагол
456,Hütte,Substantiv,Хижина,существительное
456,Humor,Substantiv,Юмор,существительное
456,fang,Verb,Ловить,глагол
456,erkennt,Verb,Признает,глагол
455,aktiviert,Verb,Активирован,глагол
455,vorbereiten,Verb,Подготовить,глагол
455,trafen,Verb,Встретился,глагол
455,Scylla,Eigenname,Сцилла,имя собственное
455,Galactica,Eigenname,Галактика,имя собственное
455,Fürst,Substantiv,Принц,существительное
455,Diamanten,Substantiv,Бриллианты,существительное
455,Carlos,Eigenname,Карлос,имя собственное
455,anrufen,Verb,Позвонить,глагол
455,angeschossen,Verb,Выстрелил,глагол
454,achten,Verb,Внимание,глагол
454,vernichtet,Verb,Уничтожен,глагол
454,vermute,Verb,Предполагать,глагол
454,schenken,Verb,Давать,глагол
454,Offizier,Substantiv,Офицер,существительное
454,Jin,Eigenname,Джин,имя собственное
454,eindeutig,Adverb,Четко,наречие
453,bestens,Adverb,Отлично,наречие
453,wirft,Verb,Бросает,глагол
453,Wirf,Verb,Бросать,глагол
453,weshalb,Adverb,По какой причине,подчинительный союз
453,testen,Verb,Тест,глагол
453,Sayid,Eigenname,Саид,имя собственное
453,Julia,Eigenname,Юлия,имя собственное
453,Johnson,Eigenname,Джонсон,имя собственное
453,drum,Konjunktion,Вот почему,союз
453,bestätigen,Verb,Подтверждать,глагол
452,anscheinend,Adverb,Видимо,наречие
452,Wunde,Substantiv,Рана,существительное
452,Wäsche,Substantiv,Стирать,существительное
452,Start,Substantiv,Начинать,существительное
452,SDI,Eigenname,СОИ,имя собственное
452,rechte,Adjektiv,Верно,прилагательное
452,offiziell,Adverb,Официально,наречие
451,einfache,Adjektiv,Простой,прилагательное
451,Hopper,Eigenname,Хопперы,имя собственное
451,Hatten,Verb,Имел,глагол
451,Glaube,Substantiv,Полагать,существительное
451,Dachte,Verb,Мысль,глагол
450,Ausweis,Substantiv,"Пасспорт, Идентификатор",существительное
450,Todes,Substantiv,Смерть,существительное
450,suchte,Verb,Искал,глагол
450,Schrei,Substantiv,Крик,существительное
450,Kabel,Substantiv,Кабель,существительное
450,Fresse,Substantiv,Черт возьми,существительное
449,Dale,Eigenname,Дол,имя собственное
449,Version,Substantiv,Версия,существительное
449,starben,Verb,Умер,глагол
449,Scheidung,Substantiv,Развод,существительное
449,km,Abkürzung,км,аббревиатура
449,Ich,Pronomen,Я,местоимение
449,Green,Adjektiv,Зеленый,прилагательное
449,Fan,Substantiv,Вентилятор,существительное
449,einstellen,Verb,Набор,глагол
448,Blume,Substantiv,Цветок,существительное
448,versaut,Verb,Испортился,глагол
448,Urteil,Substantiv,Вердикт,существительное
448,per,Präposition,К,предлог
448,lhres,Possessivpronomen,Твой,притяжательное местоимение
448,Jan,Eigenname,Ян,имя собственное
447,bestehen,Verb,Состоять,глагол
447,Kämpfer,Substantiv,Боец,существительное
446,Burke,Eigenname,Берк,имя собственное
446,wünscht,Verb,Пожелания,глагол
446,Ewigkeit,Substantiv,Вечность,существительное
446,Elliot,Eigenname,Эллиот,имя собственное
446,Angela,Eigenname,Анжела,имя собственное
445,Abschluss,Substantiv,Диплом,существительное
445,Wade,Substantiv,Теленок,существительное
445,Vereinigten,Adjektiv,Юнайтед,прилагательное
445,Sohnes,Substantiv,Сын,существительное
445,Reis,Substantiv,Рис,существительное
445,langsamer,Adverb,Помедленнее,наречие
444,Betty,Eigenname,Бетти,имя собственное
444,zeigte,Verb,Показал,глагол
444,volle,Adjektiv,Полный,прилагательное
444,verschwand,Verb,Исчезнувший,глагол
444,Süßer,Adjektiv,Слаще,прилагательное
444,Sagte,Verb,Сказал,глагол
444,Miete,Substantiv,Арендовать,существительное
444,Laufen,Verb,Бегать,глагол
444,Kleinen,Adjektiv,Маленькие,прилагательное
444,Junior,Substantiv,Юниор,существительное
444,flehe,Verb,Просить,глагол
444,dick,Adjektiv,Толстый,прилагательное
443,brav,Adjektiv,Хорошо воспитанный,прилагательное
443,Übung,Substantiv,Упражнение,существительное
443,springt,Verb,Прыжки,глагол
